timestamp,region,time_ms,mem_before_mb,mem_after_mb,mem_delta_mb,peak_mb
2026-02-10T09:52:31.025852,compute_H_b_Node0,34.71,4567.27,4581.77,14.5,4582.4
2026-02-10T09:52:31.026413,fuse_Node0,0.09,4581.77,4581.77,0.0,4581.77
2026-02-10T09:52:31.027311,to_dense_Node0,0.08,4581.77,4581.77,0.0,4581.77
2026-02-10T09:52:31.028596,solve_Node0,0.42,4581.77,4581.91,0.14,4582.04
2026-02-10T09:52:31.030559,env_Node1,1.15,4581.9,4595.4,13.5,4601.59
2026-02-10T09:52:31.031280,forward_Node1,0.27,4595.4,4595.41,0.0,4595.41
2026-02-10T09:52:31.032392,loss_derivs_Node1,0.67,4595.41,4595.42,0.01,4595.43
2026-02-10T09:52:31.033114,grad_contract_Node1,0.28,4595.42,4601.62,6.2,4601.63
2026-02-10T09:52:31.034049,hess_tn_build_Node1,0.09,4601.62,4601.62,0.0,4601.62
2026-02-10T09:52:31.035390,hess_contract_Node1,0.89,4601.62,4627.8,26.19,4647.8
2026-02-10T09:52:31.036984,env_Node1,0.91,4627.8,4640.65,12.85,4646.84
2026-02-10T09:52:31.037702,forward_Node1,0.26,4640.65,4640.65,0.0,4640.66
2026-02-10T09:52:31.038865,loss_derivs_Node1,0.73,4640.65,4640.66,0.01,4640.68
2026-02-10T09:52:31.039575,grad_contract_Node1,0.28,4640.66,4646.86,6.2,4646.87
2026-02-10T09:52:31.040136,hess_tn_build_Node1,0.09,4646.86,4646.86,0.0,4646.86
2026-02-10T09:52:31.042052,hess_contract_Node1,1.08,4646.86,4673.05,26.19,4693.05
2026-02-10T09:52:31.045478,env_Node1,2.03,4673.05,4685.9,12.85,4692.6
2026-02-10T09:52:31.046420,forward_Node1,0.35,4685.9,4685.9,0.0,4685.91
2026-02-10T09:52:31.048133,loss_derivs_Node1,0.05,4685.9,4685.91,0.01,4685.92
2026-02-10T09:52:31.049833,grad_contract_Node1,0.03,4685.91,4692.11,6.2,4692.12
2026-02-10T09:52:31.051471,hess_tn_build_Node1,0.0,4692.11,4692.11,0.0,4692.11
2026-02-10T09:52:31.053765,hess_contract_Node1,0.23,4692.11,4718.3,26.19,4738.3
2026-02-10T09:52:31.057119,env_Node1,0.08,4698.28,4711.13,12.85,4717.84
2026-02-10T09:52:31.059525,forward_Node1,0.02,4711.13,4711.14,0.0,4711.14
2026-02-10T09:52:31.062669,loss_derivs_Node1,0.36,4711.14,4711.14,0.01,4711.16
2026-02-10T09:52:31.063609,grad_contract_Node1,0.36,4711.14,4717.34,6.2,4717.36
2026-02-10T09:52:31.065241,hess_tn_build_Node1,0.0,4717.34,4717.34,0.0,4717.34
2026-02-10T09:52:31.067183,hess_contract_Node1,0.23,4717.34,4743.53,26.19,4763.53
2026-02-10T09:52:31.070457,env_Node1,0.08,4723.52,4736.37,12.85,4742.55
2026-02-10T09:52:31.072847,forward_Node1,0.02,4736.37,4736.37,0.0,4736.38
2026-02-10T09:52:31.075305,loss_derivs_Node1,0.04,4736.37,4736.38,0.01,4736.39
2026-02-10T09:52:31.077438,grad_contract_Node1,0.03,4736.38,4742.58,6.2,4742.59
2026-02-10T09:52:31.078042,hess_tn_build_Node1,0.0,4742.58,4742.58,0.0,4742.58
2026-02-10T09:52:31.079502,hess_contract_Node1,0.87,4742.58,4768.77,26.19,4788.77
2026-02-10T09:52:31.081362,env_Node1,0.99,4748.75,4757.86,9.11,4762.62
2026-02-10T09:52:31.082825,forward_Node1,0.8,4757.86,4757.87,0.0,4757.87
2026-02-10T09:52:31.084478,loss_derivs_Node1,0.62,4757.87,4757.87,0.01,4757.88
2026-02-10T09:52:31.085195,grad_contract_Node1,0.28,4757.87,4762.27,4.4,4762.29
2026-02-10T09:52:31.085727,hess_tn_build_Node1,0.09,4762.27,4762.27,0.0,4762.27
2026-02-10T09:52:31.086864,hess_contract_Node1,0.7,4762.27,4786.66,24.39,4806.66
2026-02-10T09:52:31.087486,compute_H_b_Node1,58.24,4581.9,4746.64,164.73,4806.66
2026-02-10T09:52:31.088056,fuse_Node1,0.1,4746.64,4746.64,0.0,4746.64
2026-02-10T09:52:31.088553,to_dense_Node1,0.08,4746.64,4746.64,0.0,4746.64
2026-02-10T09:52:31.091457,solve_Node1,1.53,4746.65,4766.67,20.02,4786.67
2026-02-10T09:52:31.093404,env_Node2,0.93,4766.66,4773.88,7.22,4780.07
2026-02-10T09:52:31.094166,forward_Node2,0.3,4773.88,4780.07,6.19,4780.08
2026-02-10T09:52:31.095346,loss_derivs_Node2,0.74,4780.07,4780.08,0.01,4780.1
2026-02-10T09:52:31.096066,grad_contract_Node2,0.28,4780.08,4786.28,6.2,4786.29
2026-02-10T09:52:31.096613,hess_tn_build_Node2,0.09,4786.28,4786.28,0.0,4786.28
2026-02-10T09:52:31.097955,hess_contract_Node2,0.89,4786.28,4818.66,32.38,4838.66
2026-02-10T09:52:31.099634,env_Node2,1.02,4812.47,4819.69,7.22,4825.88
2026-02-10T09:52:31.100395,forward_Node2,0.3,4819.69,4825.88,6.19,4825.89
2026-02-10T09:52:31.101560,loss_derivs_Node2,0.73,4825.88,4825.89,0.01,4825.91
2026-02-10T09:52:31.102277,grad_contract_Node2,0.29,4825.89,4832.09,6.2,4832.1
2026-02-10T09:52:31.102812,hess_tn_build_Node2,0.09,4832.09,4832.09,0.0,4832.09
2026-02-10T09:52:31.104172,hess_contract_Node2,0.89,4832.09,4864.47,32.38,4884.47
2026-02-10T09:52:31.106214,env_Node2,0.77,4858.28,4865.5,7.22,4871.69
2026-02-10T09:52:31.107423,forward_Node2,0.74,4865.5,4871.69,6.19,4871.7
2026-02-10T09:52:31.108578,loss_derivs_Node2,0.72,4871.69,4871.7,0.01,4871.71
2026-02-10T09:52:31.109299,grad_contract_Node2,0.29,4871.7,4877.9,6.2,4877.91
2026-02-10T09:52:31.109835,hess_tn_build_Node2,0.08,4877.9,4877.9,0.0,4877.9
2026-02-10T09:52:31.111163,hess_contract_Node2,0.88,4877.9,4910.28,32.38,4930.28
2026-02-10T09:52:31.112557,env_Node2,0.61,4884.08,4891.3,7.22,4897.49
2026-02-10T09:52:31.113333,forward_Node2,0.3,4891.3,4897.49,6.19,4897.5
2026-02-10T09:52:31.114860,loss_derivs_Node2,0.65,4897.49,4897.5,0.01,4897.51
2026-02-10T09:52:31.115584,grad_contract_Node2,0.28,4897.5,4903.7,6.2,4903.71
2026-02-10T09:52:31.116123,hess_tn_build_Node2,0.09,4903.7,4903.7,0.0,4903.7
2026-02-10T09:52:31.117283,hess_contract_Node2,0.73,4903.7,4936.07,32.38,4956.07
2026-02-10T09:52:31.118841,env_Node2,0.79,4909.87,4917.1,7.22,4923.28
2026-02-10T09:52:31.119597,forward_Node2,0.29,4917.1,4923.29,6.19,4923.29
2026-02-10T09:52:31.120756,loss_derivs_Node2,0.7,4923.29,4923.3,0.01,4923.31
2026-02-10T09:52:31.121895,grad_contract_Node2,0.7,4923.3,4929.5,6.2,4929.51
2026-02-10T09:52:31.122438,hess_tn_build_Node2,0.09,4929.5,4929.5,0.0,4929.5
2026-02-10T09:52:31.123587,hess_contract_Node2,0.72,4929.5,4961.87,32.38,4981.87
2026-02-10T09:52:31.124959,env_Node2,0.6,4935.67,4941.44,5.77,4945.83
2026-02-10T09:52:31.125712,forward_Node2,0.29,4941.44,4945.83,4.39,4945.84
2026-02-10T09:52:31.126856,loss_derivs_Node2,0.7,4945.83,4945.84,0.01,4945.85
2026-02-10T09:52:31.127596,grad_contract_Node2,0.28,4945.84,4950.24,4.4,4950.25
2026-02-10T09:52:31.128739,hess_tn_build_Node2,0.09,4950.24,4950.24,0.0,4950.24
2026-02-10T09:52:31.129891,hess_contract_Node2,0.71,4950.24,4979.02,28.77,4999.02
2026-02-10T09:52:31.130494,compute_H_b_Node2,38.19,4766.66,4933.95,167.29,4999.02
2026-02-10T09:52:31.131061,fuse_Node2,0.1,4933.95,4933.95,0.0,4933.95
2026-02-10T09:52:31.131548,to_dense_Node2,0.08,4933.95,4933.95,0.0,4933.95
2026-02-10T09:52:31.133977,solve_Node2,1.53,4933.97,4953.99,20.02,4973.99
2026-02-10T09:52:31.135808,env_Node3,0.85,4953.98,4954.98,1.0,4955.54
2026-02-10T09:52:31.136977,forward_Node3,0.69,4954.98,4954.98,0.0,4954.98
2026-02-10T09:52:31.138150,loss_derivs_Node3,0.73,4954.98,4954.99,0.01,4955.0
2026-02-10T09:52:31.138827,grad_contract_Node3,0.25,4954.99,4954.99,0.0,4954.99
2026-02-10T09:52:31.139358,hess_tn_build_Node3,0.08,4954.99,4954.99,0.0,4954.99
2026-02-10T09:52:31.140105,hess_contract_Node3,0.31,4954.99,4955.64,0.65,4955.77
2026-02-10T09:52:31.141427,env_Node3,0.84,4955.64,4956.64,1.0,4957.2
2026-02-10T09:52:31.142154,forward_Node3,0.26,4956.64,4956.64,0.0,4956.65
2026-02-10T09:52:31.143729,loss_derivs_Node3,0.71,4956.64,4956.65,0.01,4956.66
2026-02-10T09:52:31.144425,grad_contract_Node3,0.26,4956.65,4956.65,0.0,4956.65
2026-02-10T09:52:31.144954,hess_tn_build_Node3,0.08,4956.65,4956.65,0.0,4956.65
2026-02-10T09:52:31.145678,hess_contract_Node3,0.3,4956.65,4957.3,0.65,4957.44
2026-02-10T09:52:31.147112,env_Node3,0.81,4957.3,4958.3,1.0,4958.86
2026-02-10T09:52:31.147824,forward_Node3,0.26,4958.3,4958.31,0.0,4958.31
2026-02-10T09:52:31.148964,loss_derivs_Node3,0.67,4958.31,4958.31,0.01,4958.33
2026-02-10T09:52:31.150063,grad_contract_Node3,0.66,4958.31,4958.31,0.0,4958.32
2026-02-10T09:52:31.150592,hess_tn_build_Node3,0.08,4958.31,4958.31,0.0,4958.31
2026-02-10T09:52:31.151328,hess_contract_Node3,0.31,4958.31,4958.96,0.65,4959.1
2026-02-10T09:52:31.152741,env_Node3,0.82,4958.83,4959.83,1.0,4960.39
2026-02-10T09:52:31.153459,forward_Node3,0.26,4959.83,4959.83,0.0,4959.84
2026-02-10T09:52:31.154600,loss_derivs_Node3,0.7,4959.83,4959.84,0.01,4959.85
2026-02-10T09:52:31.155301,grad_contract_Node3,0.26,4959.84,4959.84,0.0,4959.84
2026-02-10T09:52:31.156283,hess_tn_build_Node3,0.09,4959.84,4959.84,0.0,4959.84
2026-02-10T09:52:31.157015,hess_contract_Node3,0.3,4959.84,4960.49,0.65,4960.62
2026-02-10T09:52:31.158259,env_Node3,0.64,4960.36,4961.36,1.0,4961.92
2026-02-10T09:52:31.158971,forward_Node3,0.26,4961.36,4961.36,0.0,4961.36
2026-02-10T09:52:31.160122,loss_derivs_Node3,0.71,4961.36,4961.37,0.01,4961.38
2026-02-10T09:52:31.160804,grad_contract_Node3,0.25,4961.37,4961.37,0.0,4961.37
2026-02-10T09:52:31.161358,hess_tn_build_Node3,0.08,4961.37,4961.37,0.0,4961.37
2026-02-10T09:52:31.162503,hess_contract_Node3,0.3,4961.37,4962.02,0.65,4962.15
2026-02-10T09:52:31.163949,env_Node3,0.85,4961.88,4962.6,0.71,4963.0
2026-02-10T09:52:31.164660,forward_Node3,0.26,4962.6,4962.6,0.0,4962.6
2026-02-10T09:52:31.165789,loss_derivs_Node3,0.69,4962.6,4962.61,0.01,4962.62
2026-02-10T09:52:31.166486,grad_contract_Node3,0.25,4962.61,4962.61,0.0,4962.61
2026-02-10T09:52:31.167031,hess_tn_build_Node3,0.08,4962.61,4962.61,0.0,4962.61
2026-02-10T09:52:31.168189,hess_contract_Node3,0.31,4962.61,4963.11,0.5,4963.24
2026-02-10T09:52:31.168640,compute_H_b_Node3,33.86,4953.98,4962.84,8.86,4963.24
2026-02-10T09:52:31.169200,fuse_Node3,0.1,4962.84,4962.84,0.0,4962.84
2026-02-10T09:52:31.169676,to_dense_Node3,0.08,4962.84,4962.84,0.0,4962.84
2026-02-10T09:52:31.170999,solve_Node3,0.41,4962.84,4962.98,0.14,4963.11
2026-02-10T09:52:31.173894,env_Node2,0.62,4962.97,4970.2,7.22,4976.38
2026-02-10T09:52:31.174676,forward_Node2,0.31,4970.2,4976.39,6.19,4976.39
2026-02-10T09:52:31.176334,loss_derivs_Node2,0.77,4976.39,4976.4,0.01,4976.41
2026-02-10T09:52:31.177326,grad_contract_Node2,0.55,4976.4,4982.6,6.2,4982.61
2026-02-10T09:52:31.177857,hess_tn_build_Node2,0.09,4982.6,4982.6,0.0,4982.6
2026-02-10T09:52:31.179483,hess_contract_Node2,1.19,4982.6,5014.97,32.38,5034.97
2026-02-10T09:52:31.181186,env_Node2,0.88,5008.78,5016.01,7.22,5022.19
2026-02-10T09:52:31.182879,forward_Node2,0.03,5016.01,5022.2,6.19,5022.2
2026-02-10T09:52:31.185502,loss_derivs_Node2,2.02,5022.2,5022.21,0.01,5022.22
2026-02-10T09:52:31.187619,grad_contract_Node2,0.03,5022.21,5028.4,6.2,5028.42
2026-02-10T09:52:31.188872,hess_tn_build_Node2,0.0,5028.4,5028.4,0.0,5028.4
2026-02-10T09:52:31.190769,hess_contract_Node2,0.24,5028.4,5060.78,32.38,5080.78
2026-02-10T09:52:31.194478,env_Node2,0.04,5054.59,5061.81,7.22,5068.0
2026-02-10T09:52:31.196907,forward_Node2,0.03,5061.81,5068.01,6.19,5068.01
2026-02-10T09:52:31.198409,loss_derivs_Node2,0.04,5068.01,5068.01,0.01,5068.03
2026-02-10T09:52:31.200115,grad_contract_Node2,0.03,5068.01,5074.21,6.2,5074.23
2026-02-10T09:52:31.201135,hess_tn_build_Node2,0.0,5074.21,5074.21,0.0,5074.21
2026-02-10T09:52:31.202776,hess_contract_Node2,0.24,5074.21,5106.59,32.38,5126.59
2026-02-10T09:52:31.207843,env_Node2,2.96,5080.39,5087.61,7.22,5093.8
2026-02-10T09:52:31.210271,forward_Node2,0.03,5087.61,5093.8,6.19,5093.81
2026-02-10T09:52:31.212727,loss_derivs_Node2,0.04,5093.8,5093.81,0.01,5093.82
2026-02-10T09:52:31.214827,grad_contract_Node2,0.03,5093.81,5100.01,6.2,5100.02
2026-02-10T09:52:31.215485,hess_tn_build_Node2,0.0,5100.01,5100.01,0.0,5100.01
2026-02-10T09:52:31.217515,hess_contract_Node2,0.93,5100.01,5132.39,32.38,5152.39
2026-02-10T09:52:31.219430,env_Node2,1.07,5106.19,5113.41,7.22,5119.6
2026-02-10T09:52:31.220314,forward_Node2,0.03,5113.41,5119.6,6.19,5119.6
2026-02-10T09:52:31.221590,loss_derivs_Node2,0.67,5119.6,5119.61,0.01,5119.62
2026-02-10T09:52:31.222351,grad_contract_Node2,0.29,5119.61,5125.81,6.2,5125.82
2026-02-10T09:52:31.222927,hess_tn_build_Node2,0.09,5125.81,5125.81,0.0,5125.81
2026-02-10T09:52:31.224672,hess_contract_Node2,0.78,5125.81,5158.18,32.38,5178.18
2026-02-10T09:52:31.226306,env_Node2,0.77,5131.98,5137.76,5.77,5142.8
2026-02-10T09:52:31.227077,forward_Node2,0.3,5137.76,5142.8,5.04,5142.8
2026-02-10T09:52:31.228302,loss_derivs_Node2,0.78,5142.8,5142.8,0.01,5142.81
2026-02-10T09:52:31.229020,grad_contract_Node2,0.28,5142.8,5147.2,4.4,5147.22
2026-02-10T09:52:31.229568,hess_tn_build_Node2,0.09,5147.2,5147.2,0.0,5147.2
2026-02-10T09:52:31.230800,hess_contract_Node2,0.77,5147.2,5175.98,28.77,5195.98
2026-02-10T09:52:31.231478,compute_H_b_Node2,58.35,4962.97,5130.92,167.94,5195.98
2026-02-10T09:52:31.232712,fuse_Node2,0.1,5130.92,5130.92,0.0,5130.92
2026-02-10T09:52:31.233220,to_dense_Node2,0.09,5130.92,5130.92,0.0,5130.92
2026-02-10T09:52:31.235638,solve_Node2,1.53,5130.93,5150.95,20.02,5170.95
2026-02-10T09:52:31.237585,env_Node1,0.91,5150.94,5163.79,12.85,5169.98
2026-02-10T09:52:31.238324,forward_Node1,0.27,5163.79,5163.79,0.0,5163.8
2026-02-10T09:52:31.239510,loss_derivs_Node1,0.74,5163.79,5163.8,0.01,5163.81
2026-02-10T09:52:31.240263,grad_contract_Node1,0.29,5163.8,5170.0,6.2,5170.01
2026-02-10T09:52:31.241236,hess_tn_build_Node1,0.1,5170.0,5170.0,0.0,5170.0
2026-02-10T09:52:31.242536,hess_contract_Node1,0.86,5170.0,5196.19,26.19,5216.19
2026-02-10T09:52:31.244357,env_Node1,1.09,5196.19,5209.04,12.85,5215.74
2026-02-10T09:52:31.245069,forward_Node1,0.26,5209.04,5209.04,0.0,5209.04
2026-02-10T09:52:31.246215,loss_derivs_Node1,0.71,5209.04,5209.05,0.01,5209.06
2026-02-10T09:52:31.246927,grad_contract_Node1,0.27,5209.05,5215.25,6.2,5215.26
2026-02-10T09:52:31.247868,hess_tn_build_Node1,0.09,5215.25,5215.25,0.0,5215.25
2026-02-10T09:52:31.248998,hess_contract_Node1,0.67,5215.25,5241.44,26.19,5261.44
2026-02-10T09:52:31.251128,env_Node1,0.88,5241.44,5254.28,12.85,5260.99
2026-02-10T09:52:31.251834,forward_Node1,0.26,5254.28,5254.29,0.0,5254.29
2026-02-10T09:52:31.252955,loss_derivs_Node1,0.66,5254.29,5254.29,0.01,5254.31
2026-02-10T09:52:31.253664,grad_contract_Node1,0.27,5254.29,5260.49,6.2,5260.51
2026-02-10T09:52:31.254213,hess_tn_build_Node1,0.09,5260.49,5260.49,0.0,5260.49
2026-02-10T09:52:31.255871,hess_contract_Node1,0.84,5260.49,5286.68,26.19,5306.68
2026-02-10T09:52:31.257585,env_Node1,0.88,5266.67,5279.52,12.85,5285.71
2026-02-10T09:52:31.258304,forward_Node1,0.27,5279.52,5279.52,0.0,5279.53
2026-02-10T09:52:31.259417,loss_derivs_Node1,0.68,5279.52,5279.53,0.01,5279.54
2026-02-10T09:52:31.260128,grad_contract_Node1,0.27,5279.53,5285.73,6.2,5285.74
2026-02-10T09:52:31.260663,hess_tn_build_Node1,0.09,5285.73,5285.73,0.0,5285.73
2026-02-10T09:52:31.261813,hess_contract_Node1,0.71,5285.73,5311.92,26.19,5331.92
2026-02-10T09:52:31.263855,env_Node1,1.26,5291.9,5304.75,12.85,5311.46
2026-02-10T09:52:31.264578,forward_Node1,0.26,5304.75,5304.76,0.0,5304.76
2026-02-10T09:52:31.265696,loss_derivs_Node1,0.68,5304.76,5304.76,0.01,5304.78
2026-02-10T09:52:31.266407,grad_contract_Node1,0.28,5304.76,5310.96,6.2,5310.98
2026-02-10T09:52:31.266947,hess_tn_build_Node1,0.09,5310.96,5310.96,0.0,5310.96
2026-02-10T09:52:31.268083,hess_contract_Node1,0.69,5310.96,5337.15,26.19,5357.15
2026-02-10T09:52:31.269832,env_Node1,0.89,5317.14,5326.9,9.76,5331.29
2026-02-10T09:52:31.270995,forward_Node1,0.68,5326.9,5326.9,0.0,5326.91
2026-02-10T09:52:31.272089,loss_derivs_Node1,0.65,5326.9,5326.91,0.01,5326.92
2026-02-10T09:52:31.272788,grad_contract_Node1,0.27,5326.91,5331.31,4.4,5331.32
2026-02-10T09:52:31.273328,hess_tn_build_Node1,0.08,5331.31,5331.31,0.0,5331.31
2026-02-10T09:52:31.274451,hess_contract_Node1,0.69,5331.31,5355.7,24.39,5375.7
2026-02-10T09:52:31.275055,compute_H_b_Node1,38.55,5150.94,5315.67,164.73,5375.7
2026-02-10T09:52:31.275621,fuse_Node1,0.1,5315.67,5315.67,0.0,5315.67
2026-02-10T09:52:31.276533,to_dense_Node1,0.08,5315.67,5315.67,0.0,5315.67
2026-02-10T09:52:31.278960,solve_Node1,1.54,5315.69,5335.71,20.02,5355.71
2026-02-10T09:52:31.290308,env_Node0,0.87,5335.7,5337.17,1.47,5338.67
2026-02-10T09:52:31.291020,forward_Node0,0.26,5337.17,5337.17,0.0,5337.18
2026-02-10T09:52:31.292182,loss_derivs_Node0,0.71,5337.17,5337.18,0.01,5337.19
2026-02-10T09:52:31.292885,grad_contract_Node0,0.27,5337.18,5337.7,0.52,5337.7
2026-02-10T09:52:31.293426,hess_tn_build_Node0,0.08,5337.7,5337.7,0.0,5337.7
2026-02-10T09:52:31.294578,hess_contract_Node0,0.31,5337.7,5338.35,0.65,5338.86
2026-02-10T09:52:31.296111,env_Node0,1.04,5338.35,5339.82,1.47,5341.32
2026-02-10T09:52:31.296820,forward_Node0,0.26,5339.82,5339.82,0.0,5339.83
2026-02-10T09:52:31.297928,loss_derivs_Node0,0.67,5339.82,5339.83,0.01,5339.84
2026-02-10T09:52:31.298641,grad_contract_Node0,0.27,5339.83,5340.35,0.52,5340.35
2026-02-10T09:52:31.299188,hess_tn_build_Node0,0.09,5340.35,5340.35,0.0,5340.35
2026-02-10T09:52:31.300350,hess_contract_Node0,0.31,5340.35,5341.0,0.65,5341.51
2026-02-10T09:52:31.301814,env_Node0,0.86,5341.0,5342.47,1.47,5343.97
2026-02-10T09:52:31.302532,forward_Node0,0.26,5342.47,5342.47,0.0,5342.48
2026-02-10T09:52:31.303655,loss_derivs_Node0,0.68,5342.47,5342.48,0.01,5342.49
2026-02-10T09:52:31.304363,grad_contract_Node0,0.28,5342.48,5343.0,0.52,5343.0
2026-02-10T09:52:31.304890,hess_tn_build_Node0,0.08,5343.0,5343.0,0.0,5343.0
2026-02-10T09:52:31.305662,hess_contract_Node0,0.31,5343.0,5343.65,0.65,5344.16
2026-02-10T09:52:31.307761,env_Node0,1.05,5343.51,5344.99,1.47,5346.49
2026-02-10T09:52:31.308491,forward_Node0,0.26,5344.99,5344.99,0.0,5344.99
2026-02-10T09:52:31.311138,loss_derivs_Node0,0.7,5344.99,5345.0,0.01,5345.01
2026-02-10T09:52:31.311839,grad_contract_Node0,0.27,5345.0,5345.51,0.52,5345.52
2026-02-10T09:52:31.312380,hess_tn_build_Node0,0.09,5345.51,5345.51,0.0,5345.51
2026-02-10T09:52:31.313130,hess_contract_Node0,0.32,5345.51,5346.16,0.65,5346.68
2026-02-10T09:52:31.314672,env_Node0,0.92,5346.03,5347.5,1.47,5349.0
2026-02-10T09:52:31.315844,forward_Node0,0.27,5347.5,5347.5,0.0,5347.51
2026-02-10T09:52:31.317033,loss_derivs_Node0,0.73,5347.5,5347.51,0.01,5347.53
2026-02-10T09:52:31.317911,grad_contract_Node0,0.31,5347.51,5348.03,0.52,5348.03
2026-02-10T09:52:31.319677,hess_tn_build_Node0,0.0,5348.03,5348.03,0.0,5348.03
2026-02-10T09:52:31.320620,hess_contract_Node0,0.37,5348.03,5348.68,0.65,5349.19
2026-02-10T09:52:31.323963,env_Node0,0.06,5348.54,5349.59,1.05,5350.66
2026-02-10T09:52:31.325762,forward_Node0,0.01,5349.59,5349.6,0.0,5349.6
2026-02-10T09:52:31.327905,loss_derivs_Node0,0.04,5349.6,5349.6,0.01,5349.61
2026-02-10T09:52:31.331004,grad_contract_Node0,2.46,5349.6,5349.97,0.37,5349.97
2026-02-10T09:52:31.333388,hess_tn_build_Node0,0.0,5349.97,5349.97,0.0,5349.97
2026-02-10T09:52:31.334762,hess_contract_Node0,0.03,5349.97,5350.47,0.5,5350.83
2026-02-10T09:52:31.336523,compute_H_b_Node0,47.27,5335.7,5350.2,14.5,5350.83
2026-02-10T09:52:31.337136,fuse_Node0,0.0,5350.2,5350.2,0.0,5350.2
2026-02-10T09:52:31.338977,to_dense_Node0,0.0,5350.2,5350.2,0.0,5350.2
2026-02-10T09:52:31.344445,solve_Node0,2.63,5350.2,5350.34,0.14,5350.47
2026-02-10T09:52:31.351580,env_Node1,0.08,5350.33,5363.83,13.5,5370.02
2026-02-10T09:52:31.352528,forward_Node1,0.35,5363.83,5363.84,0.0,5363.84
2026-02-10T09:52:31.353809,loss_derivs_Node1,0.69,5363.84,5363.85,0.01,5363.86
2026-02-10T09:52:31.354724,grad_contract_Node1,0.46,5363.85,5370.05,6.2,5370.06
2026-02-10T09:52:31.355346,hess_tn_build_Node1,0.0,5370.05,5370.05,0.0,5370.05
2026-02-10T09:52:31.357016,hess_contract_Node1,0.84,5370.05,5396.23,26.19,5416.23
2026-02-10T09:52:31.358664,env_Node1,0.78,5396.23,5409.08,12.85,5415.27
2026-02-10T09:52:31.359853,forward_Node1,0.28,5409.08,5409.08,0.0,5409.09
2026-02-10T09:52:31.361162,loss_derivs_Node1,0.85,5409.08,5409.09,0.01,5409.11
2026-02-10T09:52:31.361896,grad_contract_Node1,0.29,5409.09,5415.29,6.2,5415.3
2026-02-10T09:52:31.362465,hess_tn_build_Node1,0.09,5415.29,5415.29,0.0,5415.29
2026-02-10T09:52:31.363987,hess_contract_Node1,1.06,5415.29,5441.48,26.19,5461.48
2026-02-10T09:52:31.366320,env_Node1,0.97,5441.48,5454.33,12.85,5461.03
2026-02-10T09:52:31.367130,forward_Node1,0.28,5454.33,5454.33,0.0,5454.34
2026-02-10T09:52:31.369030,loss_derivs_Node1,0.87,5454.33,5454.34,0.01,5454.35
2026-02-10T09:52:31.369787,grad_contract_Node1,0.3,5454.34,5460.54,6.2,5460.55
2026-02-10T09:52:31.370364,hess_tn_build_Node1,0.09,5460.54,5460.54,0.0,5460.54
2026-02-10T09:52:31.371782,hess_contract_Node1,0.94,5460.54,5486.73,26.19,5506.73
2026-02-10T09:52:31.373758,env_Node1,0.99,5466.71,5479.56,12.85,5486.27
2026-02-10T09:52:31.374562,forward_Node1,0.28,5479.56,5479.57,0.0,5479.57
2026-02-10T09:52:31.375981,loss_derivs_Node1,0.9,5479.57,5479.57,0.01,5479.59
2026-02-10T09:52:31.377341,grad_contract_Node1,0.32,5479.57,5485.77,6.2,5485.79
2026-02-10T09:52:31.377917,hess_tn_build_Node1,0.09,5485.77,5485.77,0.0,5485.77
2026-02-10T09:52:31.379514,hess_contract_Node1,1.11,5485.77,5511.96,26.19,5531.96
2026-02-10T09:52:31.381429,env_Node1,1.0,5491.95,5504.8,12.85,5510.98
2026-02-10T09:52:31.382222,forward_Node1,0.28,5504.8,5504.8,0.0,5504.81
2026-02-10T09:52:31.383614,loss_derivs_Node1,0.89,5504.8,5504.81,0.01,5504.82
2026-02-10T09:52:31.384434,grad_contract_Node1,0.3,5504.81,5511.01,6.2,5511.02
2026-02-10T09:52:31.385598,hess_tn_build_Node1,0.1,5511.01,5511.01,0.0,5511.01
2026-02-10T09:52:31.386953,hess_contract_Node1,0.88,5511.01,5537.2,26.19,5557.2
2026-02-10T09:52:31.388684,env_Node1,0.78,5517.18,5526.29,9.11,5531.05
2026-02-10T09:52:31.389455,forward_Node1,0.28,5526.29,5526.3,0.0,5526.3
2026-02-10T09:52:31.390803,loss_derivs_Node1,0.85,5526.3,5526.3,0.01,5526.31
2026-02-10T09:52:31.391593,grad_contract_Node1,0.29,5526.3,5530.7,4.4,5530.72
2026-02-10T09:52:31.392704,hess_tn_build_Node1,0.09,5530.7,5530.7,0.0,5530.7
2026-02-10T09:52:31.394095,hess_contract_Node1,0.9,5530.7,5555.09,24.39,5575.09
2026-02-10T09:52:31.394791,compute_H_b_Node1,45.55,5350.33,5515.07,164.73,5575.09
2026-02-10T09:52:31.395387,fuse_Node1,0.1,5515.07,5515.07,0.0,5515.07
2026-02-10T09:52:31.395892,to_dense_Node1,0.08,5515.07,5515.07,0.0,5515.07
2026-02-10T09:52:31.398413,solve_Node1,1.55,5515.08,5535.1,20.02,5555.1
2026-02-10T09:52:31.400729,env_Node2,1.13,5535.09,5542.31,7.22,5548.5
2026-02-10T09:52:31.401599,forward_Node2,0.34,5542.31,5548.5,6.19,5548.51
2026-02-10T09:52:31.403574,loss_derivs_Node2,0.91,5548.5,5548.51,0.01,5548.53
2026-02-10T09:52:31.404345,grad_contract_Node2,0.32,5548.51,5554.71,6.2,5554.73
2026-02-10T09:52:31.404905,hess_tn_build_Node2,0.09,5554.71,5554.71,0.0,5554.71
